place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
Memories Sanur Club,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d17779722-Reviews-Memories_Sanur_Club-Sanur_Denpasar_Bali.html#REVIEWS,25,Low,"International, Asian",Mid-range,Moderate,20.2 mi,Great chilled spot for lunch,Good spot for lunch & drinks with...,"{'lat': -8.6883564, 'lng': 115.2654929}",4.3,"Jl. Pantai Sindhu No.10, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Dapoer Lebih,Gianyar,https://www.tripadvisor.com/Restaurant_Review-g297695-d4293605-Reviews-Dapoer_Lebih-Gianyar_Gianyar_Regency_Bali.html#REVIEWS,32,Low,"Asian, Indonesian",Mid-range,Moderate,16.5 mi,Great value,Lunch @ dapoer,"{'lat': -8.58467, 'lng': 115.3478071}",4.1,"C88X+542, Jl. Prof. Dr. Ida Bagus Mantra, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali, Indonesia","Blahbatuh, Gianyar"
Ayucious Trophy,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d7619252-Reviews-Ayucious_Trophy-Sanur_Denpasar_Bali.html#REVIEWS,93,Low,"Bar, International",Mid-range,Moderate,21.4 mi,Villa Puri Ayu restaurant,Good food spacious surround & good service,"{'lat': -8.707880399999999, 'lng': 115.2570103}",4.2,"Jl. Cemara No.4B, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Ubud Deli,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3346148-Reviews-Ubud_Deli-Ubud_Gianyar_Regency_Bali.html#REVIEWS,30,Low,"Specialty Food Market, Deli",Mid-range,Moderate,10.3 mi,Great Choices,Great food,"{'lat': -8.5055044, 'lng': 115.2627752}",4.9,"Jl. Suweta No.5, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Mr. Ketut Coffee & Restaurant - Ketut's Place,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1182721-Reviews-Mr_Ketut_Coffee_Restaurant_Ketut_s_Place-Ubud_Gianyar_Regency_Bali.html#REVIEWS,30,Low,"Indonesian, Asian",Mid-range,Moderate,8.4 mi,Great local food,Cozy Place,"{'lat': -8.5007193, 'lng': 115.2650267}",4.8,"No 40 Sambahan, Jl. Suweta, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Bali Paradise Resto,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d10149032-Reviews-Bali_Paradise_Resto-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,41,Low,"Asian, Indonesian",Mid-range,Moderate,25.0 mi,Decent dinner,Great little Find,"{'lat': -8.7715595, 'lng': 115.222228}",3.5,"Jl. Pratama no No.88 A, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Soteria Resto,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d3351179-Reviews-Soteria_Resto-Denpasar_Bali.html#REVIEWS,22,Low,"Asian, Chinese",Mid-range,Moderate,18.1 mi,Very cozy restaurant with amazing food...,Good ribs but too many bones making me...,"{'lat': -8.6674873, 'lng': 115.1818923}",4.4,"Tegal Buah, Jl. Tangkuban Perahu No.888X, Padangsambian, Denpasar Barat, Denpasar City, Bali 80117, Indonesia","Denpasar Barat, Denpasar"
Anarasa Restaurant,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d12219196-Reviews-Anarasa_Restaurant-Jimbaran_South_Kuta_Bali.html#REVIEWS,31,Low,"Japanese, Asian",Mid-range,Moderate,25.4 mi,Good value and great service,Great Value,"{'lat': -8.7856368, 'lng': 115.1638096}",4.4,"Jl. Wanagiri No.1, Jimbaran, Kec. Kuta Sel., Bali, 80362, Indonesia","Kuta Selatan, Badung"
Shrimpis,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d15880356-Reviews-Shrimpis-Seminyak_Kuta_District_Bali.html#REVIEWS,600,Average,"Seafood, International",Mid-range,Moderate,19.3 mi,Awesome western style seafood,$1 OYSTER ❤️‍🔥,"{'lat': -8.6822523, 'lng': 115.1530031}",4.7,"Kerobokan Kelod, Kuta Utara, Badung Regency, Bali, Indonesia","Kuta Utara, Badung"
Warung Nyoman,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d3874176-Reviews-Warung_Nyoman-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,146,Low,"Seafood, Indonesian",Mid-range,Moderate,25.7 mi,A Balinese menu at last,Good meal,"{'lat': -8.1574257, 'lng': 115.0288973}",4.9,"R2VH+2HC, Kalibubuk Lovina, Jl. Kartika, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81152, Indonesia","Buleleng, Buleleng"
Barrels by Javanegra,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d12139403-Reviews-Barrels_by_Javanegra-Jimbaran_South_Kuta_Bali.html#REVIEWS,72,Low,"Steakhouse, Spanish",Mid-range,Moderate,26.3 mi,Expect a Barrel of food all in one go,Good place for a very Good Steak at...,"{'lat': -8.7858249, 'lng': 115.164369}",4.5,"Samasta Lifestyle Village, Jl. Wanagiri No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia","Kuta Selatan, Badung"
Crema Sanur,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d4178413-Reviews-Crema_Sanur-Sanur_Denpasar_Bali.html#REVIEWS,61,Low,"Cafe, Asian",Mid-range,Moderate,20.5 mi,Great place on the beach,"Clean, relaxing & quiet","{'lat': -8.692726799999999, 'lng': 115.2665368}",4.3,"Jl. Pantai Karang No.21, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia","Denpasar Selatan, Denpasar"
XimmoR,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d19329617-Reviews-XimmoR-Canggu_North_Kuta_Bali.html#REVIEWS,41,Low,"Cafe, European",Mid-range,Moderate,16.5 mi,Really good food,"Delightful breakfast, love the extra...","{'lat': -8.640233499999999, 'lng': 115.1434862}",4.4,"Jl. Pantai Batu Bolong No.45b, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia","Kuta Utara, Badung"
Perantenan Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d14025665-Reviews-Perantenan_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,8,Low,"Mediterranean, European",Mid-range,Moderate,9.3 mi,Excellent Food and Service,Beautiful romantic breakfast and dinner,"{'lat': -8.5064627, 'lng': 115.2425204}",0,"Jl. Raya Sayan No.53, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Pondok Mina Restaurant,Karangasem,https://www.tripadvisor.com/Restaurant_Review-g608484-d8436044-Reviews-Pondok_Mina_Restaurant-Karangasem_Bali.html#REVIEWS,29,Low,"Indonesian, Seafood",Mid-range,Moderate,27.5 mi,A Nice Lunch Break before ahead to Amed...,Pepes Gurame at its finest,"{'lat': -8.4324274, 'lng': 115.590862}",4.3,"HH9R+28H, Jl. Untung Surapati Amlapura, Padang Kerta, Kec. Karangasem, Kabupaten Karangasem, Bali 80813, Indonesia","Karangasem, Karangasem"
The Wilis Restaurant by Senetan,Payangan,https://www.tripadvisor.com/Restaurant_Review-g608492-d10757809-Reviews-The_Wilis_Restaurant_by_Senetan-Payangan_Gianyar_Regency_Bali.html#REVIEWS,14,Low,"International, Asian",Mid-range,Moderate,5.6 mi,Great!,Delicious,"{'lat': -8.3734053, 'lng': 115.2656675}",5,"Banjar Penginyahan, Desa, Puhu, Kec. Payangan, Kabupaten Gianyar, Bali 80572, Indonesia","Payangan, Gianyar"
Indian Restaurant Punjabi Tadka Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d14890725-Reviews-Indian_Restaurant_Punjabi_Tadka_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,67,Low,"Indian, Asian",Mid-range,Moderate,19.4 mi,Enjoyable,okay,"{'lat': -8.685725999999999, 'lng': 115.1668612}",4.5,"Jl. Raya Seminyak No.17, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Taum Restaurant at Centra Taum Seminyak,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d8094110-Reviews-Taum_Restaurant_at_Centra_Taum_Seminyak-Kerobokan_North_Kuta_Bali.html#REVIEWS,31,Low,"Bar, International",Mid-range,Moderate,18.8 mi,Evening meal,Holiday on a budget,"{'lat': -8.676893399999999, 'lng': 115.1597199}",4.3,"Jl. Lb. Sari No.37-39, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Otokafe,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d17432450-Reviews-Otokafe-Ubud_Gianyar_Regency_Bali.html#REVIEWS,30,Low,"Coffee & Tea, Chinese",Mid-range,Moderate,9.3 mi,Great dinner.,Depends what you are looking for,"{'lat': -8.5181168, 'lng': 115.2633567}",4.3,"Jl. Raya Pengosekan Ubud, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Bebek Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d4664433-Reviews-Bebek_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,39,Low,"Asian, Indonesian",Mid-range,Moderate,8.6 mi,Lovely setting- quiet and food good,Good menu,"{'lat': -8.5178335, 'lng': 115.263708}",4.3,"Jl. Hanoman, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Umanyar Restaurant,Abiansemal,https://www.tripadvisor.com/Restaurant_Review-g6940266-d7221169-Reviews-Umanyar_Restaurant-Abiansemal_Bali.html#REVIEWS,26,Low,"Indonesian, Asian",Mid-range,Moderate,12.4 mi,Amazing place,Oasis of beautiful food amongst the padis,"{'lat': -8.5797292, 'lng': 115.2321984}",4.2,"Jl. Raya Angantaka, Sibang Gede, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia","Abiansemal, Badung"
H8S Sky Bar,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d3845287-Reviews-H8S_Sky_Bar-Legian_Kuta_District_Bali.html#REVIEWS,31,Low,"Fusion, Indonesian",Mid-range,Moderate,21.3 mi,great rooftop venue,Beautiful View and Atmosphere,"{'lat': -8.7127271, 'lng': 115.1729896}",5,"Jln Legian No.91, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Warung Namba,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d7691846-Reviews-Warung_Namba-Kuta_Kuta_District_Bali.html#REVIEWS,22,Low,"Asian, Indonesian",Mid-range,Moderate,23.1 mi,Yum,Non Halal.... Yummy,"{'lat': -8.7385551, 'lng': 115.171496}",4.4,"Jl. Kediri No.40x, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
The Old Champ Cafe,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d10546571-Reviews-The_Old_Champ_Cafe-Denpasar_Bali.html#REVIEWS,55,Low,"Indonesian, Cafe",Mid-range,Moderate,18.2 mi,Best experience,"Good food, but Lack of Service","{'lat': -8.6647606, 'lng': 115.2393268}",4.5,"Jl. Merdeka No.10B, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80239, Indonesia","Denpasar Timur, Denpasar"
The Merchant Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d7082198-Reviews-The_Merchant_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,50,Low,"Italian, Fast Food",Mid-range,Moderate,23.4 mi,Nice airport spot,Very relaxing,"{'lat': -8.7428887, 'lng': 115.166957}",2.7,"7548+RQW, Jalan Airport Ngurah Rai Tuban Bandar Udara Internasional Ngurah Rai, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80362, Indonesia","Kuta, Badung"
Warung Modus,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d13170412-Reviews-Warung_Modus-Denpasar_Bali.html#REVIEWS,18,Low,"American, Asian",Mid-range,Moderate,18.3 mi,"Denpasar, Bali",Local Cuisine With an Ambiance,"{'lat': -8.666064, 'lng': 115.2384032}",4.5,"Jl. Merdeka No.108, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80239, Indonesia","Denpasar Timur, Denpasar"
Amber Resto,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d12496089-Reviews-Amber_Resto-Sanur_Denpasar_Bali.html#REVIEWS,25,Low,"Chinese, Asian",Mid-range,Moderate,21.4 mi,Great Yum Cha,Nice Dim Sum,"{'lat': -8.7085872, 'lng': 115.2552373}",3.9,"Mertasari St No.2, Sanur Kauh, Denpasar Selatan, Denpasar City, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Litut + Porky duck,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d6351364-Reviews-Litut_Porky_duck-Kerobokan_North_Kuta_Bali.html#REVIEWS,43,Low,"Bar, European",Mid-range,Moderate,18.8 mi,Great pizza,Best Pizza Bali,"{'lat': -8.6770997, 'lng': 115.1674147}",4.4,"Jl. Mertanadi No.67, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Ayodya Beach Club & Grill,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d15363496-Reviews-Ayodya_Beach_Club_Grill-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,34,Low,"American, Barbecue",Mid-range,Moderate,28.1 mi,A comfy snacking place.,Bali Art Performance + DJ,"{'lat': -8.8088184, 'lng': 115.2308227}",4.4,"Jl. Pantai Mengiat, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia","Kuta Selatan, Badung"
Bellissimo Bali,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d7350918-Reviews-Bellissimo_Bali-Denpasar_Bali.html#REVIEWS,21,Low,"Italian, Pizza",Mid-range,Moderate,18.2 mi,Love this place,Good food,"{'lat': -8.701453899999999, 'lng': 115.2537609}",4.4,"Jl. Tirta Nadi II No.17, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia","Denpasar Selatan, Denpasar"
Locabara Ubud Grill,Mas,https://www.tripadvisor.com/Restaurant_Review-g3185061-d24098662-Reviews-Locabara_Ubud_Grill-Mas_Ubud_Gianyar_Regency_Bali.html#REVIEWS,7,Low,"Dessert, American",Mid-range,Moderate,9.5 mi,Our new favorite restaurant in Ubud,Delicious new meat restaurant in Ubud...,"{'lat': -8.5209338, 'lng': 115.2626991}",4.7,"Jl. Raya Pengosekan, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Expat Roasters - Beachwalk,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d18178870-Reviews-Expat_Roasters_Beachwalk-Legian_Kuta_District_Bali.html#REVIEWS,12,Low,"Coffee & Tea, Cafe",Mid-range,Moderate,21.5 mi,Perfection,Small boutique roastery on Level 3. Great...,"{'lat': -8.7165372, 'lng': 115.1691995}",4.6,"Beachwalk Shopping Center, Jl. Pantai Kuta No.1, Bali 80361, Indonesia","Kuta, Badung"
Luwak Coffee Bali,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d14790503-Reviews-Luwak_Coffee_Bali-Ubud_Gianyar_Regency_Bali.html#REVIEWS,30,Low,"Coffee & Tea, Cafe",Mid-range,Moderate,9.6 mi,Interesting experience.,Nice visit,"{'lat': -8.6711212, 'lng': 115.1645997}",4.1,"Jl. Raya Kerobokan No.4, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
The Tempayan,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d19818991-Reviews-The_Tempayan-Ubud_Gianyar_Regency_Bali.html#REVIEWS,7,Low,"Seafood, European",Mid-range,Moderate,10.3 mi,Bali trips,Great food in beautiful surroundings!,"{'lat': -8.5230649, 'lng': 115.2828218}",4.5,"Tengkulak Kaja, Jl. Raya Goa Gajah, Kemenuh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Luca`s Pizza Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d15076076-Reviews-Luca_s_Pizza_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,17,Low,"Pizza, Italian",Mid-range,Moderate,19.7 mi,Great Pizza - Great Price,Best pizza delivery in Seminyak,"{'lat': -8.689442999999999, 'lng': 115.167749}",4.4,"Kuta, Jl. Raya Seminyak, Banjar Seminyak, Seminyak, Kuta, Bali 80361, Seminyak, Kuta, Bali, 80361, Indonesia","Kuta, Badung"
Menega Cafe,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d1948466-Reviews-Menega_Cafe-Jimbaran_South_Kuta_Bali.html#REVIEWS,2024,High,"Seafood, Barbecue",Mid-range,Moderate,26.0 mi,Great service - great ambience,Often visited for bbq seafood experiences,"{'lat': -8.780833099999999, 'lng': 115.1645264}",4.1,"6597+MR6, Jl. Four Seasons Muaya Beach, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Mamaya Bali Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d4102588-Reviews-Mamaya_Bali_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,33,Low,"Asian, Indonesian",Mid-range,Moderate,7.4 mi,Cheap and tasty,Tasty Indonesian cuisine,"{'lat': -8.5151913, 'lng': 115.2429077}",4.6,"Jl. Raya Sayan Banjar Mas, Gang Mas, Sayan, Ubud, Gianyar Regency, Bali 80571, Indonesia","Ubud, Gianyar"
Lesung Bali Restaurant Tanjung Benoa,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d15197311-Reviews-Lesung_Bali_Restaurant_Tanjung_Benoa-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,22,Low,"Seafood, International",Mid-range,Moderate,25.4 mi,nice foods,Gone downhill,"{'lat': -8.6722837, 'lng': 115.1691224}",5,"2 No, Gang Intan Sari No.4, Kerobokan Kelod, Bandung, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Apa Kabar Restaurant,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d3780681-Reviews-Apa_Kabar_Restaurant-Amed_Abang_Karangasem_Bali.html#REVIEWS,40,Low,"Indonesian, Asian",Mid-range,Moderate,33.1 mi,Lovely setting,"Great views, yummy food","{'lat': -8.7036111, 'lng': 115.2608333}",4.5,"Jl. Danau Tamblingan No.190, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia","Denpasar Selatan, Denpasar"
Mahagiri Resort Restaurant,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d10535539-Reviews-Mahagiri_Resort_Restaurant-Nusa_Lembongan_Bali.html#REVIEWS,100,Low,"American, European",Mid-range,Moderate,25.3 mi,Tables on beach always a treat,A pleasent stay,"{'lat': -8.423207699999999, 'lng': 115.4282343}",4.2,"Jl. Surya Indah, Desa Rendang, Kec. Rendang, Rendang, Karangasem, Kabupaten Karangasem, Bali 80863, Indonesia","Rendang, Karangasem"
Dapur Raja,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d20235333-Reviews-Dapur_Raja-Ubud_Gianyar_Regency_Bali.html#REVIEWS,13,Low,"Indonesian, Asian",Mid-range,Moderate,8.9 mi,One Stop Authentic Balinese Food,Love the ambience,"{'lat': -8.510614100000002, 'lng': 115.2640013}",4.3,"Jl. Goutama Sel., Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Ullu Wasabi Canggu,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d19882267-Reviews-Ullu_Wasabi_Canggu-Canggu_North_Kuta_Bali.html#REVIEWS,10,Low,Sushi,Mid-range,Moderate,17.5 mi,Best sushi ever,Wonderful,"{'lat': -8.6529878, 'lng': 115.1380133}",5,"Jl. Subak Canggu No.2, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Warung Bamboo,Tukadmungga,https://www.tripadvisor.com/Restaurant_Review-g15215962-d3602515-Reviews-Warung_Bamboo-Tukadmungga_Buleleng_District_Buleleng_Regency_Bali.html#REVIEWS,47,Low,"Seafood, Indonesian",Mid-range,Moderate,25.3 mi,Great food relaxing location,Warung Bamboo,"{'lat': -8.691687199999999, 'lng': 115.1889846}",4.5,"Jl. Imam Bonjol No.396, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia","Denpasar Barat, Denpasar"
Warung Sushi Kawe,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d4323976-Reviews-Warung_Sushi_Kawe-Denpasar_Bali.html#REVIEWS,47,Low,"Japanese, Sushi",Mid-range,Moderate,18.9 mi,Yummy,Had amazing lunch,"{'lat': -8.6783264, 'lng': 115.2068709}",4.4,"Jl. Pulau Kawe No.19, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 40115, Indonesia","Denpasar Barat, Denpasar"
Beach Club at Novotel Bali Nusa Dua,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d13162186-Reviews-2_28_Beach_Club_at_Novotel_Bali_Nusa_Dua-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,15,Low,"Bar, Pub",Mid-range,Moderate,27.9 mi,Relaxed vibe,Beach bliss,"{'lat': -8.8109523, 'lng': 115.2311691}",4.4,"Novotel Beach Club, Benoa, South Kuta, Badung Regency, Bali, Indonesia","Kuta Selatan, Badung"
Nasi Ayam Kedewatan Bu Mangku,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d14208560-Reviews-Nasi_Ayam_Kedewatan_Bu_Mangku-Denpasar_Bali.html#REVIEWS,15,Low,"Asian, Indonesian",Mid-range,Moderate,19.1 mi,"Good ambience, but...",Spicy Balinese Chicken Rice,"{'lat': -8.4835576, 'lng': 115.2464616}",4.5,"Jl. Raya Kedewatan No.18, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Layana Warung BBQ,Peliatan,https://www.tripadvisor.com/Restaurant_Review-g3932211-d15197299-Reviews-Layana_Warung_BBQ-Peliatan_Ubud_Gianyar_Regency_Bali.html#REVIEWS,12,Low,"Pizza, International",Mid-range,Moderate,10.4 mi,Amazing view,ShoutOut,"{'lat': -8.5224577, 'lng': 115.2843674}",4.5,"Jl. Raya Goa Gajah, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80582, Indonesia","Blahbatuh, Gianyar"
Ayam Betutu Bu Lina Gilimanuk,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d10712657-Reviews-Ayam_Betutu_Bu_Lina_Gilimanuk-Denpasar_Bali.html#REVIEWS,11,Low,"Chilean, South American",Mid-range,Moderate,54.2 mi,another place for ayam betutu in Gilimanuk,very good,"{'lat': -8.1685091, 'lng': 114.4361902}",4.5,"Gilimanuk, Melaya, Jembrana Regency, Bali 82252, Indonesia","Melaya, Jembrana"
Saren Indah Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d2021611-Reviews-Saren_Indah_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,27,Low,"Grill, Indonesian",Mid-range,Moderate,9.2 mi,Enjoyable,Great cuisine!,"{'lat': -8.5205158, 'lng': 115.2573095}",4.4,"Jl. Nyuh Bojog No.30, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Amarta Beach Seaside Restaurant,Sengkidu,https://www.tripadvisor.com/Restaurant_Review-g20309582-d3293788-Reviews-Amarta_Beach_Seaside_Restaurant-Sengkidu_Manggis_Bali.html#REVIEWS,20,Low,"Indonesian, French",Mid-range,Moderate,25.7 mi,Seafood dinner overlooking the sea,Location& Quality,"{'lat': -8.7866881, 'lng': 115.226313}",4.2,"Nusa Dua, Jl. Pratama, Benoa, South Kuta, Badung Regency, Bali 80361, Indonesia","Kuta Selatan, Badung"
Melasti Restaurant,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d3635764-Reviews-Melasti_Restaurant-Legian_Kuta_District_Bali.html#REVIEWS,65,Low,Indonesian,Mid-range,Moderate,20.6 mi,Holiday,Stayed at the Melasti beach resort.,"{'lat': -8.703113499999999, 'lng': 115.1648563}",3.9,"75W7+QW5, Jl. Padma Utara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Bali Reef,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d2275841-Reviews-Bali_Reef-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,40,Low,"Seafood, Asian",Mid-range,Moderate,24.9 mi,Dropped in for Lunch,Hotel restaurant,"{'lat': -8.6746464, 'lng': 115.259256}",4.3,"Jl. Hang Tuah No.42, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia","Denpasar Selatan, Denpasar"
Matilda Sports Bar,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d13802826-Reviews-Matilda_Sports_Bar-Kuta_Kuta_District_Bali.html#REVIEWS,77,Low,"Bar, Pub",Mid-range,Moderate,22.2 mi,Great spot to watch AF L,Lunchtime beer,"{'lat': (None) , 'lng': (None)}",,"75FC+G5R, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kuta, Badung"
Hongkong Garden International Restaurant,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d7805296-Reviews-Hongkong_Garden_International_Restaurant-Denpasar_Bali.html#REVIEWS,20,Low,Chinese,Mid-range,Moderate,21.3 mi,Huge Restaurant!,Dinner,"{'lat': (None) , 'lng': (None)}",,"Jl. Bypass Ngurah Rai Gg. Kertapura VIII No.8, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237","Denpasar Timur, Denpasar"
Bottega Italiana Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d15269591-Reviews-Bottega_Italiana_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,18,Low,Italian,Mid-range,Moderate,19.5 mi,Good place for lunch and breakfast,Little midden.,"{'lat': -8.6852719, 'lng': 115.1645308}",4.5,"Jl. Drupadi No.7C, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Bumi Bali Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3398723-Reviews-Bumi_Bali_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,213,Average,"Asian, Indonesian",Mid-range,Moderate,8.8 mi,Good Balinese restaurant on Monkey forest...,Afternoon stop,"{'lat': -8.5115369, 'lng': 115.2612907}",4,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
